match,teams,stage,city,kickoff_et,block,category,seat,row,buyer_usd,first_seen_et
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,29,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,30,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,31,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,32,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,33,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,34,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,35,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,36,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,37,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,38,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,39,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,303,Category 2,40,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,1,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,1,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,1,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,1,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,1,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,6,1,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,2,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,2,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,2,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,2,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,2,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,6,2,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,3,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,3,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,3,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,3,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,3,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,4,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,4,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,4,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,4,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,4,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,5,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,5,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,5,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,5,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,5,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,6,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,6,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,6,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,6,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,6,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,7,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,7,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,7,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,7,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,7,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,8,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,8,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,8,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,8,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,8,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,27,8,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,28,8,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,29,8,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,30,8,1213.25,2026-07-03 23:14:02
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,9,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,9,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,9,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,9,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,9,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,15,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,15,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,15,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,15,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,15,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,6,15,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,7,15,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,8,15,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,16,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,16,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,16,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,16,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,16,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,6,16,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,7,16,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,8,16,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,13,16,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,1,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,2,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,3,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,4,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,5,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,6,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,7,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,8,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,9,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,304,Category 2,10,17,1213.25,2026-07-03 23:03:50
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,29,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,30,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,31,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,32,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,33,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,34,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,35,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,36,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,23,16,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,29,16,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,30,16,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,31,16,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,32,16,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,33,16,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,34,16,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,35,16,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,36,16,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,22,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,23,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,24,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,25,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,26,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,27,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,28,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,29,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,30,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,31,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,32,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,33,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,34,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,35,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,36,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,37,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,317,Category 2,38,17,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,1,11,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,2,11,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,3,11,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,4,11,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,5,11,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,6,11,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,1,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,2,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,3,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,4,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,5,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,6,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,7,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,8,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,9,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,10,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,11,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,12,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,13,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,14,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,15,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,16,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,17,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,18,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,19,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,20,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,21,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,22,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,23,12,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,1,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,2,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,3,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,4,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,5,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,6,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,7,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,8,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,9,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,10,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,11,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,12,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,13,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,14,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,15,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,16,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,17,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,18,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,19,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,20,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,21,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,22,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,23,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,24,13,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,1,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,2,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,3,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,4,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,5,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,6,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,7,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,8,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,9,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,10,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,11,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,12,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,13,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,14,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,15,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,16,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,17,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,18,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,19,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,20,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,21,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,22,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,23,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,24,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,25,14,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,1,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,2,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,3,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,4,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,5,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,6,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,7,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,8,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,9,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,10,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,11,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,12,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,13,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,14,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,15,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,16,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,17,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,18,15,1213.25,2026-07-03 23:02:59
M93,Portugal v Spain,R16,Dallas,2026-07-06 15:00 ET,318,Category 2,19,15,1213.25,2026-07-03 23:02:59
